Name	Type	ADDR_MOD	Library	Length	Value	Attribute	Save	Access	MOD_BUS	EDU	Cold_start	Index	Ar_count	Ar_period	Ar_filter	Comment
DELTA2_TYPE_FREQ	I				0	Internal	FALSE	RW	0		0	2917				Тип управления частотой (1 -цифровой, 2 - аналоговый)
DELTA2_START_ON_MB	I				0	Internal	FALSE	RW	0		0	2918				Пуск/стоп н2 по модбасу
Valve1_ST	I				0	Internal	FALSE	RW	0		0	2919				Состояние задвижки 1 (1 открывается, 2 закрывается, 3 авария, 4 стоп, 5 открыта, 6 закрыта)
Valve2_ST	I				0	Internal	FALSE	RW	0		0	2920				Состояние задвижки 2 (1 открывается, 2 закрывается, 3 авария, 4 стоп, 5 открыта, 6 закрыта)
Valve_OPENED	B				FALSE	Internal	FALSE	RW	0		0	2921				
Valve_CLOSED	B				FALSE	Internal	FALSE	RW	0		0	2922				
Valve_1_Local	B				FALSE	Internal	FALSE	RW	0		0	2923				задвижкa  1 по месту
Valve_2_Local	B				FALSE	Internal	FALSE	RW	0		0	2924				задвижкa  2 по месту
Valve1_CMD	I				0	Internal	FALSE	RW	0		0	2925				
Valve2_CMD	I				0	Internal	FALSE	RW	0		0	2926				
Valve3_CMD	I				0	Internal	FALSE	RW	0		0	2927				
Valve4_CMD	I				0	Internal	FALSE	RW	0		0	2928				
Delay_Valve1	I				90	Internal	FALSE	RW	0		0	2929				Время на открытие/закрытие эл.задвижки 1 до выхода в аварию, сек
Delay_Valve2	I				91	Internal	FALSE	RW	0		0	2930				Время на открытие/закрытие эл.задвижки 2 до выхода в аварию, сек
V1_fault	I				0	Internal	FALSE	RW	0		0	2931				задвижкa 1. Код аварии
V2_fault	I				0	Internal	FALSE	RW	0		0	2932				задвижкa 2. Код аварии
ALL_default	B				FALSE	Internal	FALSE	RW	0		0	2933				Cбрасывает все уставки по умолчанию к заводским
i	I				0	Internal	FALSE	RW	0		0	2934				For
j	I				0	Internal	FALSE	RW	0		0	2935				For
FAN1_CMD	I				0	Internal	FALSE	RW	0		0	2936				Управление вентилятором 1
FAN2_CMD	I				0	Internal	FALSE	RW	0		0	2937				Управление вентилятором 2
FAN3_CMD	I				0	Internal	FALSE	RW	0		0	2938				Управление вентилятором 3
FAN4_CMD	I				0	Internal	FALSE	RW	0		0	2939				Управление вентилятором 4
PUMP1_CMD	I				0	Internal	FALSE	RW	0		0	2940				Управление насосом1
PUMP2_CMD	I				0	Internal	FALSE	RW	0		0	2941				Управление насосом2
PUMP3_CMD	I				0	Internal	FALSE	RW	0		0	2942				Управление насосом3
DO_NC	B				FALSE	Internal	FALSE	RW	0		0	2943				Не существ. вых. канал, для устройств только с пуск/стоп
mode_on_off	B				TRUE	Internal	FALSE	RW	0		0	2944				"режим только пуск(удержание) - ""0"" или пуск/стоп - ""1"""
GAS_L1	B				FALSE	Internal	FALSE	RW	0		0	2945				Флаг загазованности по порогу 1
GAS_L2	B				FALSE	Internal	FALSE	RW	0		0	2946				Флаг загазованности по порогу 2
GAS_LEVEL2_Block_P1	I				0	Internal	FALSE	RW	0		0	2947				копия блокировоки Порог2 газика, для упр. насосом 1
GAS_LEVEL2_Block_P2	I				0	Internal	FALSE	RW	0		0	2948				копия блокировоки Порог2 газика, для упр. насосом 2
CbP1	I				0	Internal	FALSE	RW	0		0	2949				копия блокировок кода аварий насоса1 для тм
CbP2	I				0	Internal	FALSE	RW	0		0	2950				копия блокировок  кода аварий насоса2 для тм
Timer_GASL1_CONC_MIN	I				0	Internal	FALSE	RW	0		0	2951				
Timer_GASL2_CONC_MIN	I				0	Internal	FALSE	RW	0		0	2952				
Timer_FIRE	I				0	Internal	FALSE	RW	0		0	2953				
Timer_FAULT_P1	I				0	Internal	FALSE	RW	0		0	2954				
Timer_FAULT_P2	I				0	Internal	FALSE	RW	0		0	2955				
Timer_FAULT_P3	I				0	Internal	FALSE	RW	0		0	2956				
Timer_FAULT_P_min	I				0	Internal	FALSE	RW	0		0	2957				
Active_GasOFF	B				FALSE	Internal	FALSE	RW	0		0	2958				Только для вентиляторов упр. таймером
